type	latitude	longitude	eos	name	desc	kml_folder
T	59.610077466	17.749568432				
T	59.610187684	17.745628881				
T	59.610146257	17.742625807				
T	59.610441182	17.740149145				
T	59.610407963	17.737745819				
T	59.610387184	17.736243705				
T	59.610366392	17.734741583				
T	59.610341425	17.732938966				
T	59.610320605	17.731436760				
T	59.610287266	17.729033187				
T	59.610262240	17.727230437				
T	59.610064786	17.724865985				
T	59.610035539	17.722762974				
T	59.610006267	17.720659904				
T	59.609976969	17.718556775				
T	59.610107500	17.716112602				
T	59.610090728	17.714910559				
T	59.610061359	17.712806962				
T	59.610031963	17.710703303				
T	59.609998338	17.708299038				
T	59.609968888	17.706195246				
T	59.609935200	17.703790848				
T	59.609909912	17.701987476				
T	59.609867724	17.698981764				
T	59.609829710	17.696276519				
T	59.609947252	17.692926067				
T	59.610073240	17.690175887				
T	59.610228913	17.689530057				
T	59.610194986	17.687124032				
T	59.610152531	17.684116358				
T	59.610105770	17.680807769				
T	59.610097261	17.680206171				
T	59.610075980	17.678702212				
T	59.610058946	17.677498992				
T	59.609860722	17.675139021				
T	59.609351559	17.674075838				
T	59.608825744	17.671811478				
T	59.608981057	17.671163379	1			
T	59.598674546	17.861787286				
T	59.598833786	17.864507975				
T	59.598866803	17.867016602				
T	59.599182208	17.872232593				
T	59.599221097	17.875197987				
T	59.599353366	17.875868229				
T	59.599750370	17.877880071				
T	59.600009236	17.878765643				
T	59.600138717	17.879208616				
T	59.600295096	17.881706892				
T	59.600451480	17.884205825				
T	59.600710674	17.885093768				
T	59.600728547	17.886464420				
T	59.600987878	17.887353240				
T	59.601624893	17.888662806				
T	59.602005731	17.889312172				
T	59.602401764	17.891106357				
T	59.602656039	17.891540259				
T	59.603037710	17.892191567				
T	59.603167980	17.892637836				
T	59.603926516	17.893484187				
T	59.604439850	17.894584405				
T	59.604692259	17.894790835				
T	59.605075603	17.895444988				
T	59.605468190	17.896788571				
T	59.606364621	17.898319055				
T	59.606886569	17.899884917				
T	59.607394200	17.900302001				
T	59.608165631	17.901619426				
T	59.608818394	17.903410395				
T	59.609463112	17.904512010				
T	59.609592163	17.904732519				
T	59.610490556	17.905816066				
T	59.610746285	17.906027063				
T	59.611264122	17.906911599				
T	59.612168737	17.908230640				
T	59.612558243	17.908895927				
T	59.613465371	17.910218830				
T	59.614377236	17.911776254				
T	59.614890160	17.911971581				
T	59.615403652	17.912167130				
T	59.616045586	17.912353806				
T	59.616691406	17.912773224				
T	59.617209905	17.913202238				
T	59.617725998	17.913398998				
T	59.618242677	17.913595986				
T	59.619020276	17.914008431				
T	59.619280765	17.914223786				
T	59.620324183	17.915086445				
T	59.620717565	17.915527211				
T	59.621240593	17.915959727				
T	59.622029238	17.916843288				
T	59.622689457	17.917736769				
T	59.623214702	17.918171498				
T	59.623743543	17.918841019				
T	59.624533419	17.919495016				
T	59.625191176	17.919923552				
T	59.625986512	17.920814399				
T	59.626518484	17.921487492				
T	59.627185048	17.922388750				
T	59.628255311	17.923974753				
T	59.629729000	17.926014148				
T	59.629992518	17.925999649				
T	59.630928057	17.926893356				
T	59.631462624	17.927337361				
T	59.632262615	17.927767867				
T	59.633190652	17.927718740				
T	59.634123560	17.927906473				
T	59.634922110	17.927864405				
T	59.635855484	17.927815232				
T	59.636523334	17.927780046				
T	59.637192145	17.927744808				
T	59.637858890	17.927471580				
T	59.638127071	17.927457379				
T	59.639604823	17.927379123				
T	59.640547654	17.927329190	1			
T	59.173535163	18.203269361				
T	59.174060755	18.203539614				
T	59.174586408	18.203692795				
T	59.176344919	18.203890826				
T	59.177050492	18.203780930				
T	59.178231859	18.203596908				
T	59.179837533	18.203346756				
T	59.180857555	18.203427438				
T	59.181459685	18.203453943				
T	59.181882609	18.203508511				
T	59.182306390	18.203563191				
T	59.182792889	18.203728821				
T	59.183826212	18.203690552				
T	59.184435677	18.203596980				
T	59.185110770	18.203735411				
T	59.185355844	18.203697924				
T	59.185910935	18.203855562				
T	59.186530445	18.204125520				
T	59.187153090	18.204517711				
T	59.187527029	18.204704965				
T	59.188027078	18.204995718				
T	59.188528307	18.205287167				
T	59.189217943	18.205551753				
T	59.189912464	18.206061674				
T	59.191050945	18.206632303				
T	59.191622468	18.206918773				
T	59.192195518	18.207206013				
T	59.193213646	18.207307952				
T	59.193660773	18.207368122				
T	59.193981101	18.207446436				
T	59.194429834	18.207506856				
T	59.194815401	18.207576411				
T	59.195330126	18.207628078				
T	59.196040726	18.207776834				
T	59.196690344	18.208059275				
T	59.197406783	18.208333628				
T	59.198189360	18.208475346				
T	59.198452634	18.208688983				
T	59.198846803	18.208885099				
T	59.199044155	18.208983296				
T	59.199308464	18.209197666				
T	59.199705525	18.209519713				
T	59.200101966	18.209717165				
T	59.200759826	18.209629113				
T	59.201290246	18.209809547				
T	59.201623423	18.210016767				
T	59.202422693	18.210288845				
T	59.203030471	18.211092250				
T	59.203840283	18.211872291				
T	59.203975315	18.211981526				
T	59.204384956	18.212688924				
T	59.204795346	18.213397633				
T	59.205070706	18.213997460				
T	59.205612972	18.214311883				
T	59.205817848	18.214540977				
T	59.206366006	18.215237600				
T	59.206571574	18.215467514				
T	59.206981925	18.215800816				
T	59.207327847	18.216397224				
T	59.207878362	18.216971117				
T	59.208363379	18.217681746				
T	59.208570788	18.217913845				
T	59.208919157	18.218514042				
T	59.209196881	18.218867066				
T	59.209405060	18.219100156				
T	59.209752002	18.219446471				
T	59.209963410	18.219936181				
T	59.210176371	18.220554434				
T	59.210388169	18.221045122				
T	59.210666345	18.221272667				
T	59.211230525	18.222370552				
T	59.211938731	18.223843226				
T	59.212080091	18.224086866				
T	59.212363074	18.224574603				
T	59.212999709	18.225545372				
T	59.213424669	18.226151076				
T	59.214068363	18.227513969				
T	59.214423874	18.227999846				
T	59.214782663	18.228745290				
T	59.215140648	18.229362413				
T	59.215852845	18.230080776				
T	59.216141894	18.230706205				
T	59.216428577	18.231072692				
T	59.216786413	18.231433976				
T	59.217289423	18.232044835				
T	59.217793540	18.232657059				
T	59.218154890	18.233151069				
T	59.218589535	18.233771022				
T	59.218952139	18.234266791				
T	59.219388293	18.234888905				
T	59.219679065	18.235260711				
T	59.220044759	18.235889775				
T	59.220264452	18.236267695				
T	59.220703093	18.236893534				
T	59.220922041	18.237141325				
T	59.221142569	18.237520578				
T	59.221363305	18.237900197				
T	59.221805407	18.238660532				
T	59.222100609	18.239168238				
T	59.222468765	18.239672190				
T	59.222762066	18.239917913				
T	59.223278304	18.240546446				
T	59.223574011	18.240925091				
T	59.224090689	18.241423814				
T	59.224753744	18.241783275				
T	59.225198223	18.242155890				
T	59.225790813	18.242521278				
T	59.226383553	18.242754882				
T	59.226755827	18.243000827				
T	59.227500793	18.243360862				
T	59.227949205	18.243604085				
T	59.228696649	18.243832641				
T	59.229596230	18.244054429				
T	59.229897330	18.244173139				
T	59.230424159	18.244280822				
T	59.230953578	18.244522822				
T	59.231331878	18.244638515				
T	59.231863369	18.244881405				
T	59.232167425	18.245001249				
T	59.232779511	18.245510610				
T	59.233851730	18.246135416				
T	59.234311165	18.246249741				
T	59.234619819	18.246506264				
T	59.235160237	18.246888353				
T	59.235391826	18.247013704				
T	59.235855690	18.247264780				
T	59.236319074	18.247380729				
T	59.236783372	18.247496911				
T	59.237325981	18.247610096				
T	59.238574772	18.248239725				
T	59.239513251	18.248475181				
T	59.240298648	18.248717718				
T	59.241008022	18.248964099				
T	59.241481649	18.249083056				
T	59.242035176	18.249199260				
T	59.242590002	18.249315739				
T	59.242906818	18.249303820				
T	59.243144709	18.249294870				
T	59.243621212	18.249276942				
T	59.244337761	18.249249982				
T	59.245378026	18.249349174				
T	59.245860450	18.249469637				
T	59.246181662	18.249457739				
T	59.246746244	18.249575560				
T	59.247149318	18.249560747				
T	59.247553074	18.249545909				
T	59.247957512	18.249531046				
T	59.248443741	18.249513176				
